timestamp,machine_id,machine_type,power_kw,temperature_c,vibration_hz,pressure_bar,hour_of_day,day_of_week,month,is_anomaly
2024-01-16 01:00:00,FRIG-002,Réfrigération,1.45,34.0,5.1,3.08,1,1,1,0
2024-01-16 01:00:00,POMP-003,Pompe Hydraulique,7.93,38.5,38.5,3.87,1,1,1,0
2024-01-16 01:00:00,ELEC-004,Éclairage/Bureautique,1.09,32.9,7.2,2.15,1,1,1,0
2024-01-16 02:00:00,CLIM-001,Climatisation,5.99,33.7,4.4,3.61,2,1,1,0
2024-01-16 02:00:00,FRIG-002,Réfrigération,1.4,33.3,6.6,3.51,2,1,1,0
2024-01-16 02:00:00,POMP-003,Pompe Hydraulique,4.36,29.9,29.4,2.5,2,1,1,0
2024-01-16 02:00:00,ELEC-004,Éclairage/Bureautique,0.86,31.2,4.8,3.02,2,1,1,0
2024-01-16 03:00:00,CLIM-001,Climatisation,2.31,28.0,5.8,2.49,3,1,1,0
2024-01-16 03:00:00,FRIG-002,Réfrigération,1.01,31.6,3.1,2.97,3,1,1,0
2024-01-16 03:00:00,POMP-003,Pompe Hydraulique,7.16,35.6,36.2,3.4,3,1,1,0
2024-01-16 03:00:00,ELEC-004,Éclairage/Bureautique,0.44,30.1,5.0,2.32,3,1,1,0
2024-01-16 04:00:00,CLIM-001,Climatisation,5.56,37.3,4.3,3.52,4,1,1,0
2024-01-16 04:00:00,FRIG-002,Réfrigération,1.03,32.0,4.9,2.52,4,1,1,0
2024-01-16 04:00:00,POMP-003,Pompe Hydraulique,7.45,33.3,29.4,3.71,4,1,1,0
2024-01-16 04:00:00,ELEC-004,Éclairage/Bureautique,1.26,36.2,4.7,3.13,4,1,1,0
2024-01-16 05:00:00,CLIM-001,Climatisation,4.72,34.1,5.3,3.63,5,1,1,0
2024-01-16 05:00:00,FRIG-002,Réfrigération,1.32,30.0,3.1,2.9,5,1,1,0
2024-01-16 05:00:00,POMP-003,Pompe Hydraulique,6.06,35.0,29.6,3.61,5,1,1,0
2024-01-16 05:00:00,ELEC-004,Éclairage/Bureautique,0.74,27.9,4.9,3.48,5,1,1,0
2024-01-16 06:00:00,CLIM-001,Climatisation,3.5,29.2,4.8,2.9,6,1,1,0
2024-01-16 06:00:00,FRIG-002,Réfrigération,1.12,32.9,5.0,3.14,6,1,1,0
2024-01-16 06:00:00,POMP-003,Pompe Hydraulique,3.16,30.0,22.8,2.62,6,1,1,0
2024-01-16 06:00:00,ELEC-004,Éclairage/Bureautique,0.63,27.3,4.1,2.98,6,1,1,0
2024-01-16 07:00:00,CLIM-001,Climatisation,10.84,46.0,4.2,5.1,7,1,1,0
2024-01-16 07:00:00,FRIG-002,Réfrigération,3.21,39.2,4.9,4.22,7,1,1,0
2024-01-16 07:00:00,POMP-003,Pompe Hydraulique,13.23,44.3,44.6,4.8,7,1,1,0
2024-01-16 07:00:00,ELEC-004,Éclairage/Bureautique,2.34,37.1,4.3,3.88,7,1,1,0
2024-01-16 08:00:00,CLIM-001,Climatisation,8.9,45.5,1.8,4.49,8,1,1,0
2024-01-16 08:00:00,FRIG-002,Réfrigération,3.15,42.2,4.5,4.75,8,1,1,0
2024-01-16 08:00:00,POMP-003,Pompe Hydraulique,14.84,43.8,49.0,4.92,8,1,1,0
2024-01-16 08:00:00,ELEC-004,Éclairage/Bureautique,2.08,36.7,3.0,3.74,8,1,1,0
2024-01-16 09:00:00,CLIM-001,Climatisation,8.62,41.4,5.3,4.28,9,1,1,0
2024-01-16 09:00:00,FRIG-002,Réfrigération,2.94,45.0,5.0,3.91,9,1,1,0
2024-01-16 09:00:00,POMP-003,Pompe Hydraulique,14.5,44.9,44.9,4.56,9,1,1,0
2024-01-16 09:00:00,ELEC-004,Éclairage/Bureautique,2.44,37.5,4.4,4.48,9,1,1,0
2024-01-16 10:00:00,CLIM-001,Climatisation,11.55,46.6,5.3,4.97,10,1,1,0
2024-01-16 10:00:00,FRIG-002,Réfrigération,4.26,48.4,7.5,5.62,10,1,1,0
2024-01-16 10:00:00,POMP-003,Pompe Hydraulique,16.46,43.4,50.4,5.0,10,1,1,0
2024-01-16 10:00:00,ELEC-004,Éclairage/Bureautique,3.22,45.6,4.8,5.12,10,1,1,0
2024-01-16 11:00:00,CLIM-001,Climatisation,13.41,48.9,5.1,5.6,11,1,1,0
2024-01-16 11:00:00,FRIG-002,Réfrigération,4.24,51.5,5.9,4.87,11,1,1,0
2024-01-16 11:00:00,POMP-003,Pompe Hydraulique,15.28,48.1,54.9,4.66,11,1,1,0
2024-01-16 11:00:00,ELEC-004,Éclairage/Bureautique,3.15,46.2,3.2,4.47,11,1,1,0
2024-01-16 12:00:00,CLIM-001,Climatisation,12.84,46.1,4.8,6.36,12,1,1,0
2024-01-16 12:00:00,FRIG-002,Réfrigération,3.81,45.8,6.6,5.1,12,1,1,0
2024-01-16 12:00:00,POMP-003,Pompe Hydraulique,17.09,49.8,49.2,5.49,12,1,1,0
2024-01-16 12:00:00,ELEC-004,Éclairage/Bureautique,2.86,44.7,4.5,4.31,12,1,1,0
2024-01-16 13:00:00,CLIM-001,Climatisation,12.48,49.1,4.1,5.14,13,1,1,0
2024-01-16 13:00:00,FRIG-002,Réfrigération,4.29,51.1,5.0,5.1,13,1,1,0
2024-01-16 13:00:00,POMP-003,Pompe Hydraulique,17.2,47.0,54.4,5.42,13,1,1,0
2024-01-16 13:00:00,ELEC-004,Éclairage/Bureautique,2.89,45.1,5.2,4.44,13,1,1,0
2024-01-16 14:00:00,CLIM-001,Climatisation,12.51,53.7,4.9,5.53,14,1,1,0
2024-01-16 14:00:00,FRIG-002,Réfrigération,4.43,49.1,5.0,4.98,14,1,1,0
2024-01-16 14:00:00,POMP-003,Pompe Hydraulique,31.58,79.7,147.4,4.94,14,1,1,1
2024-01-16 14:00:00,ELEC-004,Éclairage/Bureautique,2.84,42.2,3.3,4.59,14,1,1,0
2024-01-16 15:00:00,CLIM-001,Climatisation,11.76,49.9,4.7,5.4,15,1,1,0
2024-01-16 15:00:00,FRIG-002,Réfrigération,3.88,46.0,4.9,5.06,15,1,1,0
2024-01-16 15:00:00,POMP-003,Pompe Hydraulique,16.7,47.7,50.3,4.75,15,1,1,0
2024-01-16 15:00:00,ELEC-004,Éclairage/Bureautique,3.05,43.2,6.1,5.03,15,1,1,0
2024-01-16 16:00:00,CLIM-001,Climatisation,11.88,50.5,3.6,5.1,16,1,1,0
2024-01-16 16:00:00,FRIG-002,Réfrigération,4.24,47.3,4.2,4.76,16,1,1,0
2024-01-16 16:00:00,POMP-003,Pompe Hydraulique,15.42,44.5,49.5,4.63,16,1,1,0
2024-01-16 16:00:00,ELEC-004,Éclairage/Bureautique,2.89,38.2,6.0,5.0,16,1,1,0
2024-01-16 17:00:00,CLIM-001,Climatisation,9.31,43.4,4.3,4.35,17,1,1,0
2024-01-16 17:00:00,FRIG-002,Réfrigération,3.37,39.5,3.9,4.91,17,1,1,0
2024-01-16 17:00:00,POMP-003,Pompe Hydraulique,11.7,39.0,40.0,4.14,17,1,1,0
2024-01-16 17:00:00,ELEC-004,Éclairage/Bureautique,2.33,40.3,4.5,4.14,17,1,1,0
2024-01-16 18:00:00,CLIM-001,Climatisation,9.95,47.8,4.6,5.02,18,1,1,0
2024-01-16 18:00:00,FRIG-002,Réfrigération,4.18,49.3,7.4,5.46,18,1,1,0
2024-01-16 18:00:00,POMP-003,Pompe Hydraulique,12.87,41.6,47.0,4.34,18,1,1,0
2024-01-16 18:00:00,ELEC-004,Éclairage/Bureautique,2.08,39.7,5.9,3.58,18,1,1,0
2024-01-16 19:00:00,CLIM-001,Climatisation,8.25,39.9,6.3,3.91,19,1,1,0
2024-01-16 19:00:00,FRIG-002,Réfrigération,3.03,41.8,4.5,4.55,19,1,1,0
2024-01-16 19:00:00,POMP-003,Pompe Hydraulique,12.15,42.9,42.9,4.48,19,1,1,0
2024-01-16 19:00:00,ELEC-004,Éclairage/Bureautique,2.05,40.0,6.1,3.65,19,1,1,0
2024-01-16 20:00:00,CLIM-001,Climatisation,9.06,46.2,4.2,4.87,20,1,1,0
2024-01-16 20:00:00,FRIG-002,Réfrigération,3.36,43.5,4.6,3.87,20,1,1,0
2024-01-16 20:00:00,POMP-003,Pompe Hydraulique,14.65,45.3,47.8,4.93,20,1,1,0
2024-01-16 20:00:00,ELEC-004,Éclairage/Bureautique,2.14,37.7,4.8,3.99,20,1,1,0
2024-01-16 21:00:00,CLIM-001,Climatisation,4.7,35.3,5.2,3.19,21,1,1,0
2024-01-16 21:00:00,FRIG-002,Réfrigération,1.88,35.4,3.7,3.27,21,1,1,0
2024-01-16 21:00:00,POMP-003,Pompe Hydraulique,9.93,39.6,39.8,3.98,21,1,1,0
2024-01-16 21:00:00,ELEC-004,Éclairage/Bureautique,0.87,32.0,4.9,2.72,21,1,1,0
2024-01-16 22:00:00,CLIM-001,Climatisation,5.09,34.7,5.7,2.84,22,1,1,0
2024-01-16 22:00:00,FRIG-002,Réfrigération,1.82,35.1,4.8,3.44,22,1,1,0
2024-01-16 22:00:00,POMP-003,Pompe Hydraulique,10.2,60.9,71.5,3.66,22,1,1,1
2024-01-16 22:00:00,ELEC-004,Éclairage/Bureautique,1.1,28.8,4.1,2.82,22,1,1,0
2024-01-16 23:00:00,CLIM-001,Climatisation,4.42,30.7,5.0,2.75,23,1,1,0
2024-01-16 23:00:00,FRIG-002,Réfrigération,1.85,36.6,4.9,3.05,23,1,1,0
2024-01-16 23:00:00,POMP-003,Pompe Hydraulique,4.18,32.0,32.9,3.6,23,1,1,0
2024-01-16 23:00:00,ELEC-004,Éclairage/Bureautique,1.44,37.2,5.6,3.24,23,1,1,0
2024-01-17 00:00:00,CLIM-001,Climatisation,4.91,33.9,6.2,3.23,0,2,1,0
2024-01-17 00:00:00,FRIG-002,Réfrigération,1.68,32.3,4.0,2.9,0,2,1,0
2024-01-17 00:00:00,POMP-003,Pompe Hydraulique,4.91,33.2,27.1,2.49,0,2,1,0
2024-01-17 00:00:00,ELEC-004,Éclairage/Bureautique,0.81,32.7,4.5,2.15,0,2,1,0
2024-01-17 01:00:00,CLIM-001,Climatisation,3.98,32.2,4.6,3.25,1,2,1,0
2024-01-17 01:00:00,FRIG-002,Réfrigération,3.6,62.6,17.5,2.84,1,2,1,1
2024-01-17 01:00:00,POMP-003,Pompe Hydraulique,6.03,35.0,29.3,2.45,1,2,1,0
2024-01-17 01:00:00,ELEC-004,Éclairage/Bureautique,0.95,32.0,4.4,2.76,1,2,1,0
2024-01-17 02:00:00,CLIM-001,Climatisation,4.95,31.9,5.0,2.64,2,2,1,0
2024-01-17 02:00:00,FRIG-002,Réfrigération,1.18,30.4,4.5,3.5,2,2,1,0
2024-01-17 02:00:00,POMP-003,Pompe Hydraulique,6.67,33.9,32.4,2.76,2,2,1,0
2024-01-17 02:00:00,ELEC-004,Éclairage/Bureautique,1.15,32.9,4.3,2.35,2,2,1,0
2024-01-17 03:00:00,CLIM-001,Climatisation,2.95,32.5,5.2,2.42,3,2,1,0
2024-01-17 03:00:00,FRIG-002,Réfrigération,1.57,32.6,3.8,3.28,3,2,1,0
2024-01-17 03:00:00,POMP-003,Pompe Hydraulique,6.29,37.1,26.6,2.86,3,2,1,0
2024-01-17 03:00:00,ELEC-004,Éclairage/Bureautique,1.04,32.8,4.9,2.68,3,2,1,0
2024-01-17 04:00:00,CLIM-001,Climatisation,4.09,34.4,4.7,3.43,4,2,1,0
2024-01-17 04:00:00,FRIG-002,Réfrigération,1.88,36.5,5.1,3.23,4,2,1,0
2024-01-17 04:00:00,POMP-003,Pompe Hydraulique,4.46,28.5,22.0,2.7,4,2,1,0
2024-01-17 04:00:00,ELEC-004,Éclairage/Bureautique,1.12,32.4,5.8,3.4,4,2,1,0
2024-01-17 05:00:00,CLIM-001,Climatisation,5.89,36.9,6.2,3.66,5,2,1,0
2024-01-17 05:00:00,FRIG-002,Réfrigération,1.6,37.6,3.5,2.82,5,2,1,0
2024-01-17 05:00:00,POMP-003,Pompe Hydraulique,5.99,35.1,29.8,3.45,5,2,1,0
2024-01-17 05:00:00,ELEC-004,Éclairage/Bureautique,0.69,27.4,6.0,2.88,5,2,1,0
2024-01-17 06:00:00,CLIM-001,Climatisation,3.63,30.5,3.9,3.01,6,2,1,0
2024-01-17 06:00:00,FRIG-002,Réfrigération,1.39,30.1,6.2,2.84,6,2,1,0
2024-01-17 06:00:00,POMP-003,Pompe Hydraulique,6.45,32.6,27.3,2.98,6,2,1,0
2024-01-17 06:00:00,ELEC-004,Éclairage/Bureautique,1.29,48.0,8.2,2.08,6,2,1,1
2024-01-17 07:00:00,CLIM-001,Climatisation,10.36,47.1,5.0,5.17,7,2,1,0
2024-01-17 07:00:00,FRIG-002,Réfrigération,3.57,46.6,5.4,4.52,7,2,1,0
2024-01-17 07:00:00,POMP-003,Pompe Hydraulique,13.68,44.0,42.3,4.67,7,2,1,0
2024-01-17 07:00:00,ELEC-004,Éclairage/Bureautique,2.17,38.1,4.3,4.35,7,2,1,0
2024-01-17 08:00:00,CLIM-001,Climatisation,10.2,45.9,4.9,4.57,8,2,1,0
2024-01-17 08:00:00,FRIG-002,Réfrigération,3.11,42.6,3.8,4.55,8,2,1,0
2024-01-17 08:00:00,POMP-003,Pompe Hydraulique,12.75,42.3,43.9,3.21,8,2,1,0
2024-01-17 08:00:00,ELEC-004,Éclairage/Bureautique,2.14,37.3,6.1,4.1,8,2,1,0
2024-01-17 09:00:00,CLIM-001,Climatisation,8.23,42.3,4.2,4.04,9,2,1,0
2024-01-17 09:00:00,FRIG-002,Réfrigération,3.33,40.1,5.6,4.45,9,2,1,0
2024-01-17 09:00:00,POMP-003,Pompe Hydraulique,14.52,45.8,41.6,4.76,9,2,1,0
2024-01-17 09:00:00,ELEC-004,Éclairage/Bureautique,2.34,38.7,4.8,4.52,9,2,1,0
2024-01-17 10:00:00,CLIM-001,Climatisation,10.97,46.2,6.4,4.38,10,2,1,0
2024-01-17 10:00:00,FRIG-002,Réfrigération,7.62,81.9,12.6,4.44,10,2,1,1
2024-01-17 10:00:00,POMP-003,Pompe Hydraulique,14.68,44.2,44.1,4.22,10,2,1,0
2024-01-17 10:00:00,ELEC-004,Éclairage/Bureautique,2.79,44.5,6.1,4.38,10,2,1,0
2024-01-17 11:00:00,CLIM-001,Climatisation,10.61,46.8,5.2,5.33,11,2,1,0
2024-01-17 11:00:00,FRIG-002,Réfrigération,4.0,48.1,5.9,5.1,11,2,1,0
2024-01-17 11:00:00,POMP-003,Pompe Hydraulique,14.34,43.2,42.1,4.68,11,2,1,0
2024-01-17 11:00:00,ELEC-004,Éclairage/Bureautique,2.63,41.1,4.8,3.26,11,2,1,0
2024-01-17 12:00:00,CLIM-001,Climatisation,11.24,46.4,5.9,5.23,12,2,1,0
2024-01-17 12:00:00,FRIG-002,Réfrigération,4.5,51.3,4.5,5.43,12,2,1,0
2024-01-17 12:00:00,POMP-003,Pompe Hydraulique,16.56,50.9,52.2,5.25,12,2,1,0
2024-01-17 12:00:00,ELEC-004,Éclairage/Bureautique,3.01,42.2,5.4,4.93,12,2,1,0
2024-01-17 13:00:00,CLIM-001,Climatisation,12.76,51.8,4.8,5.57,13,2,1,0
2024-01-17 13:00:00,FRIG-002,Réfrigération,4.67,50.4,4.3,5.14,13,2,1,0
2024-01-17 13:00:00,POMP-003,Pompe Hydraulique,17.7,49.4,53.9,4.85,13,2,1,0
2024-01-17 13:00:00,ELEC-004,Éclairage/Bureautique,2.66,45.1,4.7,3.99,13,2,1,0
2024-01-17 14:00:00,CLIM-001,Climatisation,13.77,48.4,3.5,6.07,14,2,1,0
2024-01-17 14:00:00,FRIG-002,Réfrigération,4.31,48.9,6.5,5.21,14,2,1,0
2024-01-17 14:00:00,POMP-003,Pompe Hydraulique,16.81,45.0,49.5,5.06,14,2,1,0
2024-01-17 14:00:00,ELEC-004,Éclairage/Bureautique,3.34,48.3,5.2,5.16,14,2,1,0
2024-01-17 15:00:00,CLIM-001,Climatisation,11.61,47.6,5.6,5.66,15,2,1,0
2024-01-17 15:00:00,FRIG-002,Réfrigération,4.42,51.9,5.0,5.31,15,2,1,0
2024-01-17 15:00:00,POMP-003,Pompe Hydraulique,16.16,48.4,51.8,5.43,15,2,1,0
2024-01-17 15:00:00,ELEC-004,Éclairage/Bureautique,2.52,39.2,6.3,4.45,15,2,1,0
2024-01-17 16:00:00,CLIM-001,Climatisation,11.88,45.9,4.9,5.6,16,2,1,0
2024-01-17 16:00:00,FRIG-002,Réfrigération,4.41,51.4,5.9,5.14,16,2,1,0
2024-01-17 16:00:00,POMP-003,Pompe Hydraulique,17.79,47.4,53.4,5.32,16,2,1,0
2024-01-17 16:00:00,ELEC-004,Éclairage/Bureautique,3.01,43.0,4.8,4.39,16,2,1,0
2024-01-17 17:00:00,CLIM-001,Climatisation,10.38,42.2,7.2,4.78,17,2,1,0
2024-01-17 17:00:00,FRIG-002,Réfrigération,3.33,41.9,4.9,4.76,17,2,1,0
2024-01-17 17:00:00,POMP-003,Pompe Hydraulique,10.91,41.3,40.4,3.93,17,2,1,0
2024-01-17 17:00:00,ELEC-004,Éclairage/Bureautique,1.93,37.2,5.1,3.17,17,2,1,0
2024-01-17 18:00:00,CLIM-001,Climatisation,9.73,41.8,6.4,4.35,18,2,1,0
2024-01-17 18:00:00,FRIG-002,Réfrigération,3.79,41.8,5.6,4.7,18,2,1,0
2024-01-17 18:00:00,POMP-003,Pompe Hydraulique,14.07,44.8,44.0,4.71,18,2,1,0
2024-01-17 18:00:00,ELEC-004,Éclairage/Bureautique,2.11,39.5,5.6,4.13,18,2,1,0
2024-01-17 19:00:00,CLIM-001,Climatisation,9.6,43.1,5.9,4.71,19,2,1,0
2024-01-17 19:00:00,FRIG-002,Réfrigération,3.28,42.5,5.2,4.04,19,2,1,0
2024-01-17 19:00:00,POMP-003,Pompe Hydraulique,14.5,44.1,43.4,5.3,19,2,1,0
2024-01-17 19:00:00,ELEC-004,Éclairage/Bureautique,2.14,38.6,4.9,3.77,19,2,1,0
2024-01-17 20:00:00,CLIM-001,Climatisation,9.59,46.1,5.6,5.25,20,2,1,0
2024-01-17 20:00:00,FRIG-002,Réfrigération,3.1,41.3,7.0,4.17,20,2,1,0
2024-01-17 20:00:00,POMP-003,Pompe Hydraulique,11.68,42.9,38.8,3.77,20,2,1,0
2024-01-17 20:00:00,ELEC-004,Éclairage/Bureautique,1.63,37.0,7.1,3.49,20,2,1,0
2024-01-17 21:00:00,CLIM-001,Climatisation,3.67,31.3,6.3,2.74,21,2,1,0
2024-01-17 21:00:00,FRIG-002,Réfrigération,1.15,32.7,6.5,3.41,21,2,1,0
2024-01-17 21:00:00,POMP-003,Pompe Hydraulique,5.41,38.4,35.0,3.14,21,2,1,0
2024-01-17 21:00:00,ELEC-004,Éclairage/Bureautique,0.88,31.7,3.7,2.71,21,2,1,0
2024-01-17 22:00:00,CLIM-001,Climatisation,3.05,33.7,3.4,3.08,22,2,1,0
2024-01-17 22:00:00,FRIG-002,Réfrigération,1.55,35.6,3.8,2.82,22,2,1,0
2024-01-17 22:00:00,POMP-003,Pompe Hydraulique,5.75,35.5,29.5,2.44,22,2,1,0
2024-01-17 22:00:00,ELEC-004,Éclairage/Bureautique,0.73,28.9,3.5,2.31,22,2,1,0
2024-01-17 23:00:00,CLIM-001,Climatisation,3.8,37.4,6.3,3.22,23,2,1,0
2024-01-17 23:00:00,FRIG-002,Réfrigération,1.6,34.9,4.8,3.33,23,2,1,0
2024-01-17 23:00:00,POMP-003,Pompe Hydraulique,13.39,47.3,74.7,2.84,23,2,1,1
2024-01-17 23:00:00,ELEC-004,Éclairage/Bureautique,1.06,33.6,5.3,3.17,23,2,1,0
2024-01-18 00:00:00,CLIM-001,Climatisation,3.98,34.2,4.1,3.1,0,3,1,0
2024-01-18 00:00:00,FRIG-002,Réfrigération,1.38,31.5,6.5,3.11,0,3,1,0
2024-01-18 00:00:00,POMP-003,Pompe Hydraulique,5.79,35.6,30.0,3.31,0,3,1,0
2024-01-18 00:00:00,ELEC-004,Éclairage/Bureautique,0.46,25.7,5.1,2.87,0,3,1,0
2024-01-18 01:00:00,CLIM-001,Climatisation,3.02,31.9,5.4,2.52,1,3,1,0
2024-01-18 01:00:00,FRIG-002,Réfrigération,1.51,36.5,5.5,3.44,1,3,1,0
2024-01-18 01:00:00,POMP-003,Pompe Hydraulique,5.68,30.0,34.4,3.66,1,3,1,0
2024-01-18 01:00:00,ELEC-004,Éclairage/Bureautique,0.9,31.0,6.5,3.03,1,3,1,0
2024-01-18 02:00:00,CLIM-001,Climatisation,3.59,33.6,4.4,2.82,2,3,1,0
2024-01-18 02:00:00,FRIG-002,Réfrigération,1.59,34.3,6.3,2.63,2,3,1,0
2024-01-18 02:00:00,POMP-003,Pompe Hydraulique,5.21,31.1,29.7,3.04,2,3,1,0
2024-01-18 02:00:00,ELEC-004,Éclairage/Bureautique,1.25,31.3,4.3,2.86,2,3,1,0
2024-01-18 03:00:00,CLIM-001,Climatisation,3.46,30.9,4.9,3.49,3,3,1,0
2024-01-18 03:00:00,FRIG-002,Réfrigération,1.26,32.3,5.5,2.83,3,3,1,0
2024-01-18 03:00:00,POMP-003,Pompe Hydraulique,7.45,35.1,38.5,3.63,3,3,1,0
2024-01-18 03:00:00,ELEC-004,Éclairage/Bureautique,1.82,61.1,11.0,2.98,3,3,1,1
2024-01-18 04:00:00,CLIM-001,Climatisation,3.84,32.8,5.8,3.01,4,3,1,0
2024-01-18 04:00:00,FRIG-002,Réfrigération,1.88,36.4,5.1,3.82,4,3,1,0
2024-01-18 04:00:00,POMP-003,Pompe Hydraulique,7.07,34.1,30.5,3.0,4,3,1,0
2024-01-18 04:00:00,ELEC-004,Éclairage/Bureautique,0.92,33.9,4.3,2.6,4,3,1,0
2024-01-18 05:00:00,CLIM-001,Climatisation,4.42,36.3,4.5,3.88,5,3,1,0
2024-01-18 05:00:00,FRIG-002,Réfrigération,0.96,28.3,1.9,2.65,5,3,1,0
2024-01-18 05:00:00,POMP-003,Pompe Hydraulique,6.05,31.0,28.9,2.93,5,3,1,0
2024-01-18 05:00:00,ELEC-004,Éclairage/Bureautique,0.92,34.1,6.4,3.05,5,3,1,0
2024-01-18 06:00:00,CLIM-001,Climatisation,2.26,28.3,6.5,2.21,6,3,1,0
2024-01-18 06:00:00,FRIG-002,Réfrigération,3.44,53.2,10.4,3.33,6,3,1,1
2024-01-18 06:00:00,POMP-003,Pompe Hydraulique,7.14,36.3,31.1,3.09,6,3,1,0
2024-01-18 06:00:00,ELEC-004,Éclairage/Bureautique,0.89,29.2,4.1,2.65,6,3,1,0
2024-01-18 07:00:00,CLIM-001,Climatisation,8.89,43.7,5.1,4.28,7,3,1,0
2024-01-18 07:00:00,FRIG-002,Réfrigération,3.07,41.0,5.9,4.27,7,3,1,0
2024-01-18 07:00:00,POMP-003,Pompe Hydraulique,11.4,42.5,38.1,4.1,7,3,1,0
2024-01-18 07:00:00,ELEC-004,Éclairage/Bureautique,2.56,42.9,4.4,4.45,7,3,1,0
2024-01-18 08:00:00,CLIM-001,Climatisation,7.59,40.5,4.9,4.36,8,3,1,0
2024-01-18 08:00:00,FRIG-002,Réfrigération,3.73,46.2,6.0,4.57,8,3,1,0
2024-01-18 08:00:00,POMP-003,Pompe Hydraulique,11.45,41.1,34.9,4.0,8,3,1,0
2024-01-18 08:00:00,ELEC-004,Éclairage/Bureautique,2.33,40.3,5.0,4.02,8,3,1,0
2024-01-18 09:00:00,CLIM-001,Climatisation,10.33,48.0,5.4,4.8,9,3,1,0
2024-01-18 09:00:00,FRIG-002,Réfrigération,3.29,41.8,3.4,4.13,9,3,1,0
2024-01-18 09:00:00,POMP-003,Pompe Hydraulique,11.81,37.1,41.4,4.39,9,3,1,0
2024-01-18 09:00:00,ELEC-004,Éclairage/Bureautique,2.11,41.2,3.1,3.43,9,3,1,0
2024-01-18 10:00:00,CLIM-001,Climatisation,11.14,47.0,4.0,5.07,10,3,1,0
2024-01-18 10:00:00,FRIG-002,Réfrigération,4.15,51.7,4.6,4.98,10,3,1,0
2024-01-18 10:00:00,POMP-003,Pompe Hydraulique,17.85,47.5,51.9,5.33,10,3,1,0
2024-01-18 10:00:00,ELEC-004,Éclairage/Bureautique,2.82,43.4,3.2,5.3,10,3,1,0
2024-01-18 11:00:00,CLIM-001,Climatisation,11.13,48.5,3.4,5.07,11,3,1,0
2024-01-18 11:00:00,FRIG-002,Réfrigération,4.05,44.1,4.9,4.47,11,3,1,0
2024-01-18 11:00:00,POMP-003,Pompe Hydraulique,17.55,52.3,52.7,5.02,11,3,1,0
2024-01-18 11:00:00,ELEC-004,Éclairage/Bureautique,2.66,44.3,3.2,4.06,11,3,1,0
2024-01-18 12:00:00,CLIM-001,Climatisation,12.05,47.0,5.4,4.99,12,3,1,0
2024-01-18 12:00:00,FRIG-002,Réfrigération,4.05,41.5,5.0,5.18,12,3,1,0
2024-01-18 12:00:00,POMP-003,Pompe Hydraulique,18.9,52.2,52.1,5.4,12,3,1,0
2024-01-18 12:00:00,ELEC-004,Éclairage/Bureautique,2.64,42.1,5.9,4.44,12,3,1,0
2024-01-18 13:00:00,CLIM-001,Climatisation,11.5,50.2,6.6,5.53,13,3,1,0
2024-01-18 13:00:00,FRIG-002,Réfrigération,4.2,49.8,5.1,5.05,13,3,1,0
2024-01-18 13:00:00,POMP-003,Pompe Hydraulique,16.86,45.3,52.3,5.26,13,3,1,0
2024-01-18 13:00:00,ELEC-004,Éclairage/Bureautique,2.6,44.0,4.7,4.23,13,3,1,0
2024-01-18 14:00:00,CLIM-001,Climatisation,11.99,51.0,5.6,5.82,14,3,1,0
2024-01-18 14:00:00,FRIG-002,Réfrigération,4.21,51.3,5.0,5.72,14,3,1,0
2024-01-18 14:00:00,POMP-003,Pompe Hydraulique,16.15,45.4,48.2,4.8,14,3,1,0
2024-01-18 14:00:00,ELEC-004,Éclairage/Bureautique,2.71,41.6,6.7,4.83,14,3,1,0
2024-01-18 15:00:00,CLIM-001,Climatisation,12.43,51.1,4.2,5.02,15,3,1,0
2024-01-18 15:00:00,FRIG-002,Réfrigération,4.36,50.6,4.8,4.94,15,3,1,0
2024-01-18 15:00:00,POMP-003,Pompe Hydraulique,16.54,44.9,45.1,5.3,15,3,1,0
2024-01-18 15:00:00,ELEC-004,Éclairage/Bureautique,2.71,44.9,4.7,4.48,15,3,1,0
2024-01-18 16:00:00,CLIM-001,Climatisation,11.53,52.4,4.8,5.3,16,3,1,0
2024-01-18 16:00:00,FRIG-002,Réfrigération,3.27,42.9,6.3,4.06,16,3,1,0
2024-01-18 16:00:00,POMP-003,Pompe Hydraulique,17.9,47.4,57.4,4.96,16,3,1,0
2024-01-18 16:00:00,ELEC-004,Éclairage/Bureautique,2.47,40.9,4.8,4.19,16,3,1,0
2024-01-18 17:00:00,CLIM-001,Climatisation,12.22,50.8,4.6,4.94,17,3,1,0
2024-01-18 17:00:00,FRIG-002,Réfrigération,3.65,43.8,7.6,4.92,17,3,1,0
2024-01-18 17:00:00,POMP-003,Pompe Hydraulique,12.81,43.0,41.7,4.84,17,3,1,0
2024-01-18 17:00:00,ELEC-004,Éclairage/Bureautique,2.2,38.3,3.7,3.73,17,3,1,0
2024-01-18 18:00:00,CLIM-001,Climatisation,8.71,44.0,3.5,4.64,18,3,1,0
2024-01-18 18:00:00,FRIG-002,Réfrigération,3.39,41.5,5.1,4.09,18,3,1,0
2024-01-18 18:00:00,POMP-003,Pompe Hydraulique,12.16,43.9,41.2,4.62,18,3,1,0
2024-01-18 18:00:00,ELEC-004,Éclairage/Bureautique,2.57,42.3,4.4,4.17,18,3,1,0
2024-01-18 19:00:00,CLIM-001,Climatisation,8.81,38.8,4.9,5.01,19,3,1,0
